File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
44326a5f-517c-4e99-a8ac-eea1bdf44eeb	86d1b9af-f22f-4993-8663-0d2c4febbde5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0BT	TCGA-BH-A0BT-11A	Solid Tissue Normal
dda41694-ea43-4044-a1a6-7c445734c36c	cbf1e333-1b47-4c06-b034-b214ab5174fb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-B6-A0RT	TCGA-B6-A0RT-01A	Primary Tumor
c933036a-3ea4-4ed5-b318-95c310e6c11d	bf40138a-2e16-4629-a933-d68a09ebac30.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A18J	TCGA-BH-A18J-01A	Primary Tumor
c9bd0faa-8452-482a-bbab-4858f908428b	573afc08-1729-4127-bdcf-845164c64ee5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-XX-A899	TCGA-XX-A899-01A	Primary Tumor
bafab974-b9fa-4516-9763-f37f8294d404	7d8d3302-af49-49e5-b7b4-298901074436.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-EW-A1IY	TCGA-EW-A1IY-01A	Primary Tumor
d44ac398-6817-4571-bce1-0044f9d6dbd3	4460e2de-ac90-43df-b029-407f590d480c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0HI	TCGA-BH-A0HI-01A	Primary Tumor
a7f8eb90-be36-499a-924a-8cd1aaa5fb20	1cc5e4d0-eb05-456b-ab19-a1091df50f16.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-EW-A1J1	TCGA-EW-A1J1-01A	Primary Tumor
483ab415-03c0-4481-b4d3-9ecd61e6367b	4edc18e9-dc60-4c91-a648-4e3e4652ef9b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-B6-A1KN	TCGA-B6-A1KN-01A	Primary Tumor
ca69edd8-72d1-48f9-91e8-4ed748144c46	4cfac3e9-0ca2-4d4e-baff-33630ea65ab4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AN-A03X	TCGA-AN-A03X-01A	Primary Tumor
790e77fb-fe92-4413-bb39-0f1edc92093d	89d822a3-6577-46b6-8cca-5600e88a56a3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AQ-A0Y5	TCGA-AQ-A0Y5-01A	Primary Tumor
d91020aa-3661-4b53-bbe4-e9677678736b	0bd26e15-fea9-4154-aa92-f0d45af44c3e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A15K	TCGA-E2-A15K-11A	Solid Tissue Normal
57861daf-8afc-4c1b-85a3-cec9240e30ca	89d575d1-1f24-4309-801e-cb1d77ba21bc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-S3-AA15	TCGA-S3-AA15-01A	Primary Tumor
ddeb5176-bbbb-4d71-bc23-1896711652be	2d292e15-3557-409d-944d-2219cbf93308.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-EW-A2FW	TCGA-EW-A2FW-01A	Primary Tumor
d716a9e8-f98d-4bb4-8cea-9d8cbe3f9838	b7564dd7-6455-4b84-af8e-d724c2c308ef.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A0CW	TCGA-A2-A0CW-01A	Primary Tumor
45fe6130-71bb-4e1e-921c-61cdefc003ac	7acdc4dc-bd3e-467e-bd50-38b75d8580ed.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A1XY	TCGA-D8-A1XY-01A	Primary Tumor
e9eabd40-b997-417b-acf5-308e53803efc	c39aba4b-1836-42a3-9878-a50a666a0a54.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-HN-A2NL	TCGA-HN-A2NL-01A	Primary Tumor
709ab1a2-1a46-4118-aaae-c1b7a361b77c	6e8f0a02-51cf-42ac-8042-8b143d7ab7e1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A1JG	TCGA-D8-A1JG-01B	Primary Tumor
b3c1a9a5-2d08-4a68-8eab-bc2bf4430ace	ce61ed0f-bbb8-42d0-8533-aaed6a6efddf.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A5FL	TCGA-E9-A5FL-01A	Primary Tumor
ab3074a0-f071-4cc5-8d16-a18efa651db6	b14e8d50-a949-4947-856c-7a5fccef9249.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A1L7	TCGA-E2-A1L7-11A	Solid Tissue Normal
74c57e6a-badb-4c90-817f-f265e9f0eae7	7c52a1aa-a0a5-4c5b-bec8-42da4906015f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-C8-A138	TCGA-C8-A138-01A	Primary Tumor
7f4749c7-725a-40d3-92a2-f745c94c75a1	7f75e4bd-881d-4c5c-86e7-0b75c3fde561.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-B6-A0WT	TCGA-B6-A0WT-01A	Primary Tumor
c7fcb557-2a7c-41d2-92f1-7014b9f639d3	ffce9f25-8f9a-428d-8643-464b1471924c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0BP	TCGA-BH-A0BP-01A	Primary Tumor
eb0eec1c-042c-4eb7-a2e0-eb50b49855c6	85cec361-295f-4d99-886a-2c4e576a9be4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A5IZ	TCGA-BH-A5IZ-01A	Primary Tumor
c9304075-c938-436b-a617-8e0d08b06f29	8e2f65a0-32a3-4b2e-aac0-6e5551977c26.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A15S	TCGA-E2-A15S-01A	Primary Tumor
2d5310fd-1eb6-4e9f-9d54-f89b549a0609	014baf8e-92f0-4f45-8c1d-cfa6be214f97.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A27K	TCGA-D8-A27K-01A	Primary Tumor
a6bb8040-1156-4b6b-8fdd-e0b2fcf4809f	68e91e63-e9ef-4403-a0f8-8961ffbdc162.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A0BQ	TCGA-BH-A0BQ-01A	Primary Tumor
d53b4011-ae3c-47c2-b2cb-b722e457490f	d77e712b-0dcd-4922-9f83-b0bdc87675fc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E2-A1LH	TCGA-E2-A1LH-01A	Primary Tumor
6759accf-5027-4673-aea5-f5b8171ba2c2	b8480c0f-dfe8-4dc8-99f6-5f3806596e8d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AC-A3BB	TCGA-AC-A3BB-01A	Primary Tumor
d8e18a38-0e22-4c3e-882e-2036af42a78a	a3a9999c-52e6-4c7f-a39e-575d73177f10.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AR-A0U2	TCGA-AR-A0U2-01A	Primary Tumor
de750a3e-5286-44ec-a701-bcaa7a06e569	d3879d85-35ca-40f8-ae32-a4b0539943a8.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A143	TCGA-D8-A143-01A	Primary Tumor
fb6ec196-dd93-4f94-9097-4cc4d2ae2290	8f0e8c64-6e23-41c2-8e40-29b06b27e4fb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A8-A06N	TCGA-A8-A06N-01A	Primary Tumor
a17097f7-5d41-4671-9395-61ff10aa0c97	37544806-94ab-49e6-8d36-f8f51baf77eb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-D8-A1XB	TCGA-D8-A1XB-01A	Primary Tumor
656df965-f7ff-4713-8981-0994a3244b02	c907ec06-97dc-49c2-996c-d294261951df.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AC-A6IW	TCGA-AC-A6IW-01A	Primary Tumor
782d5e4e-ad23-4ac8-8654-eb52bbc44f21	ed76555f-5f79-4b45-bc5f-1219e350ee1d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-V7-A7HQ	TCGA-V7-A7HQ-01A	Primary Tumor
ec09d84c-1112-4530-a320-a99043794fe3	7d2c016f-7763-4723-871b-cc2685d2299c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-B6-A0WZ	TCGA-B6-A0WZ-01A	Primary Tumor
5f095211-00ea-4e59-9b88-4eba00973fec	6c49c8cc-231e-41f7-80db-d8363b53e3b2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A1EN	TCGA-BH-A1EN-01A	Primary Tumor
17b53839-6c06-48cd-8829-0dd7499eec4e	7f6c8c3c-69da-42f7-87f0-4914ee24ecdc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A7-A0D9	TCGA-A7-A0D9-11A	Solid Tissue Normal
149a17a7-398c-4bd9-a871-7ab9ef9e6879	42bf4b58-a4eb-4cc2-9786-b1fc29aab334.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-B6-A0I6	TCGA-B6-A0I6-01A	Primary Tumor
86fdcdf4-fcc1-4c36-9c9d-ba0ecebc615c	c1dc2366-2470-4854-8b20-08297c622e79.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A1QZ	TCGA-E9-A1QZ-01A	Primary Tumor
beac6749-18b8-43df-bc3b-32c3d3504eaa	a022d53e-dcf9-4172-8bd2-405c01bf6efd.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AQ-A54O	TCGA-AQ-A54O-01A	Primary Tumor
0a3a4c10-211c-48bf-9efb-e35cdfdac8f1	905c2792-0f7f-4eb3-b3b2-901d8a122736.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-S3-A6ZG	TCGA-S3-A6ZG-01A	Primary Tumor
84aad260-dee1-46bb-9bb2-9f75f6dbf472	2c3da83d-f8b3-4ad5-a8f9-94305660fcb5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A1FU	TCGA-BH-A1FU-11A	Solid Tissue Normal
95863f78-6d63-4de0-a42f-f4d8156e2a33	80a326d8-1b6c-4f5a-a061-1c9f6297d645.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A1EU	TCGA-BH-A1EU-01A	Primary Tumor
4d45722d-19a0-4540-9a2b-fb4269da9caa	a616435d-0b69-48ac-813d-5d75ad9b85eb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A1N5	TCGA-E9-A1N5-11A	Solid Tissue Normal
49f51142-960c-43a1-b738-4996fcf4bf2d	6e2081b2-173e-4aa4-a731-e54cccf0cb6a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A0ER	TCGA-A2-A0ER-01A	Primary Tumor
fc8e0387-e751-4595-8c61-650e808da79b	848c245c-b097-4d1d-8996-e945123d6c57.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A8-A06Y	TCGA-A8-A06Y-01A	Primary Tumor
06dd8f8a-0c1b-4cbb-b66f-4e38230236d7	342bbbcb-5c42-4c9b-a779-f5925004a889.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A0T2	TCGA-A2-A0T2-01A	Primary Tumor
99b5d58c-f91c-46d7-8c57-fe017a14f81b	0a00ab98-e267-45f9-89af-5fecf427aca9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A8-A07U	TCGA-A8-A07U-01A	Primary Tumor
4328f48c-5c7d-4ec4-98fc-f4a28674c49f	18ed9c00-b031-4f59-bb32-874da11ef509.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AO-A12D	TCGA-AO-A12D-01A	Primary Tumor
ec88c66b-3789-49a6-8479-5b2524858938	d3042b0b-9211-48c5-a58f-d1669dd8acbb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-BH-A1ES	TCGA-BH-A1ES-01A	Primary Tumor
119c02f2-2951-492e-bbe1-1e7120ec4a84	1edab19b-3101-4766-a37f-cf4aca302dab.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A1NG	TCGA-E9-A1NG-11A	Solid Tissue Normal
dedc6b67-b1a6-47c5-8f3b-365b4aa7d4bb	a98792e8-6f92-4d23-9ff5-40bf4b684cb2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-AQ-A04L	TCGA-AQ-A04L-01B	Primary Tumor
4e60fda1-4bbe-4901-987d-6c15a87af886	397fe4a8-e6f0-4b36-88e0-dcbb488eff59.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-EW-A1P7	TCGA-EW-A1P7-01A	Primary Tumor
f2c9c022-0b54-45f4-a31a-c97372dda545	1a1a7482-ae50-42e9-aa40-ad4d02fcc5d5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A5FK	TCGA-E9-A5FK-01A	Primary Tumor
53601c4d-ee9a-4e2a-a1ca-8d6f79f7785f	edc84414-da70-4ee9-8675-6c7422669092.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A1NF	TCGA-E9-A1NF-01A	Primary Tumor
b08c42c0-9cea-46e3-b6c4-cd9cda5876ac	4c99f8f4-3124-4053-9f16-3d35477d26b5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-A2-A4S3	TCGA-A2-A4S3-01A	Primary Tumor
e5e500b0-8c8c-4c5d-b59b-476aa4f59575	39a2bc42-db4a-480c-bec7-24b5430330f9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-B6-A0RL	TCGA-B6-A0RL-01A	Primary Tumor
96730d4a-dd9c-4f50-beae-2e45359746ae	0c7ed2c5-fb72-4496-924a-0c9c6c9999e6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A245	TCGA-E9-A245-01A	Primary Tumor
370ffc60-025d-4127-a6b5-3559e8f8a01c	a69aabab-de10-420b-89ca-722c2f9a7b27.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-E9-A248	TCGA-E9-A248-01A	Primary Tumor
e4422832-2ce3-47aa-ab4e-ecc2bb8e4018	bc52125f-5ac8-41f9-85c9-5cd486043692.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-EW-A1IZ	TCGA-EW-A1IZ-01A	Primary Tumor
84d67cc6-c004-4ae1-ba4c-565ee4646c1b	14496356-5c79-492a-bfa8-68637d1c6bc5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BRCA	TCGA-GM-A3XN	TCGA-GM-A3XN-01A	Primary Tumor
